target_x,target_y,rotation,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,baseline_trials.thisRepN,baseline_trials.thisTrialN,baseline_trials.thisN,baseline_trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_trials.thisRepN,block_trials.thisTrialN,block_trials.thisN,block_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,demo_target.started,demo_target.stopped,demo_fixation.started,demo_fixation.stopped,demo_mouse.x,demo_mouse.y,demo_mouse.leftButton,demo_mouse.midButton,demo_mouse.rightButton,demo_mouse.time,demo_mouse.started,demo_mouse.stopped,demo_target_feedback.started,demo_target_feedback.stopped,demo_fixation_feedback.started,demo_fixation_feedback.stopped,text.started,text.stopped,mouse_2.started,mouse_2.stopped,text_3.started,text_3.stopped,mouse_6.started,mouse_6.stopped,baseline_target.started,baseline_target.stopped,baseline_fixation.started,baseline_fixation.stopped,baseline_mouse.x,baseline_mouse.y,baseline_mouse.leftButton,baseline_mouse.midButton,baseline_mouse.rightButton,baseline_mouse.time,baseline_mouse.started,baseline_mouse.stopped,baseline_target_feedback.started,baseline_target_feedback.stopped,baseline_fixation_feedback.started,baseline_fixation_feedback.stopped,text_2.started,text_2.stopped,mouse_3.started,mouse_3.stopped,rotated_target.started,rotated_target.stopped,rotated_fixation.started,rotated_fixation.stopped,rotated_mouse.x,rotated_mouse.y,rotated_mouse.leftButton,rotated_mouse.midButton,rotated_mouse.rightButton,rotated_mouse.time,rotated_mouse.started,rotated_mouse.stopped,rotated_target_feedback.started,rotated_target_feedback.stopped,rotated_fixation_feedback.started,rotated_fixation_feedback.stopped,rotated_breaks.started,rotated_breaks.stopped,mouse_5.started,mouse_5.stopped,transfer_target.started,transfer_target.stopped,transfer_fixation.started,transfer_fixation.stopped,transfer_mouse.x,transfer_mouse.y,transfer_mouse.leftButton,transfer_mouse.midButton,transfer_mouse.rightButton,transfer_mouse.time,transfer_mouse.started,transfer_mouse.stopped,transfer_target_feedback.started,transfer_target_feedback.stopped,transfer_fixation_feedback.started,transfer_fixation_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.999791726909905,None,1.9990586056328539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2020_Sep_23_1343,vm_20xx,2020.2.4,59.99996377861093,
-0.3,-0.3,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,43.014082883030824,None,43.014082883030824,None,"[-0.0787037037037037, -0.0787037037037037, -0.08333333333333333, -0.09166666666666666, -0.0962962962962963, -0.09722222222222222, -0.09814814814814815, -0.09722222222222222, -0.09537037037037037, -0.09166666666666666, -0.08611111111111111, -0.08055555555555556, -0.07777777777777778, -0.07592592592592592, -0.075, -0.075, -0.07592592592592592, -0.07592592592592592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16018518518518518, -0.19814814814814816, -0.2518518518518518, -0.31203703703703706, -0.3638888888888889]","[-0.010185185185185186, -0.010185185185185186, -0.021296296296296296, -0.044444444444444446, -0.06018518518518518, -0.06666666666666667, -0.06851851851851852, -0.06018518518518518, -0.03518518518518519, -0.003703703703703704, 0.03148148148148148, 0.05462962962962963, 0.06574074074074074, 0.0712962962962963, 0.06944444444444445, 0.05462962962962963, 0.032407407407407406, 0.012962962962962963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.000925925925925926, -0.027777777777777776, -0.06574074074074074, -0.10648148148148148, -0.14074074074074075]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.000152733599406929, 0.0069792614334573955, 0.02360126509302063, 0.040274582412450854, 0.05693190194381259, 0.0736221225865279, 0.09022541185248656, 0.10691985832602313, 0.12358472398381082, 0.14021759406551837, 0.15701617708407412, 0.17360497778724948, 0.1902351312633641, 0.20689094156944066, 0.22356516442408747, 0.24026474226354821, 0.256905460316716, 0.273666010857994, 0.2902584337018652, 0.30693326024658063, 0.32353051261139854, 0.34022435539480966, 0.35690069116481027, 0.37355680331597796, 0.3901902770877541, 0.4068841198711084, 0.42352483792433304, 0.44021294565158087, 0.45686453012683614, 0.4735408658968936, 0.4902150887515404, 0.5068950466622368, 0.523542707151762, 0.540204252513945, 0.5568485927078086, 0.5735385115054328, 0.5902024716280607, 0.6068908812004565, 0.6235300900283391, 0.6401551121384728, 0.6568749135968801, 0.6735071799884054, 0.6901946840255846, 0.70688882865403, 0.7235428278897871, 0.7402031658717192, 0.7568719555152938, 0.7735331990324426, 0.7901893111835534, 0.8069371842323676, 0.8235265886256684, 0.8401854173823153, 0.8568312668014642, 0.8735124320924115, 0.8901812217359861, 0.9068421634080437, 0.9235109530516183, 0.9401773279347481, 0.9568403825222163, 0.9734952872931331, 0.9901710193730082, 1.0068558068047082, 1.0234983359281955, 1.040178595683983, 1.0568395373560406, 1.073513156520562, 1.0901716834321746, 1.1068422841460688, 1.123486322494898, 1.1401336811393321, 1.1568395977250816, 1.1734806176232837, 1.1901599718439115, 1.2068462685008399, 1.2234709887659392, 1.2401497392964416, 1.2568158123344801, 1.2734858093583057, 1.290152787931504, 1.306839990123649, 1.3235960129890145, 1.3401673066788362, 1.3568563199413006, 1.3734931140086815, 1.39013594497726, 1.4068056401560511, 1.4234608467720022, 1.4401302401057023, 1.4568180459879159, 1.473438540422194, 1.4903219419020957, 1.5068135484965524, 1.5235022599139825, 1.5401384502912379, 1.5568229358778467, 1.57350681777433]",0.006870234998416436,None,44.59730277292982,None,44.59730277292982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2020_Sep_23_1343,vm_20xx,2020.2.4,59.99996377861093,
0.3,0.3,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,45.097296132338556,None,45.097296132338556,None,"[-0.8518518518518519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06111111111111111, 0.0, 0.0, -0.07407407407407407, 0.0, 0.0, -0.08796296296296297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09537037037037037, -0.07592592592592592, -0.05092592592592592, -0.018518518518518517, 0.024074074074074074, 0.06481481481481481, 0.11944444444444445, 0.17777777777777778, 0.22962962962962963, 0.29814814814814816, 0.37037037037037035]","[-0.49907407407407406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010185185185185186, 0.0, 0.0, 0.008333333333333333, 0.0, 0.0, 0.004629629629629629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012962962962962963, 0.017592592592592594, 0.023148148148148147, 0.030555555555555555, 0.04351851851851852, 0.058333333333333334, 0.08055555555555556, 0.10648148148148148, 0.1287037037037037, 0.15833333333333333, 0.18888888888888888]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8.481846134600346e-05, 0.014947970967341462, 0.031576917063262044, 0.04823665135512556, 0.06489578195680679, 0.08156004392452587, 0.09831093542391045, 0.11488917155003264, 0.1315802977279077, 0.14821618626018562, 0.16488165560809875, 0.18155104894179885, 0.1982150090644268, 0.21488259132775056, 0.23155741787252282, 0.24821322817859937, 0.2648783956814782, 0.2815689181692278, 0.29818911075847154, 0.3148609188526166, 0.3315345380170811, 0.34820121474530197, 0.3648706080789452, 0.38150981690682784, 0.3981927932681515, 0.41489991723409503, 0.4315433518927989, 0.4482000677340352, 0.4648456153081497, 0.4815494189784886, 0.4981985886932989, 0.5148637561961209, 0.5315307347693761, 0.5481965059623803, 0.5648589568597231, 0.5815256335878871, 0.5982071007239256, 0.6148755885224091, 0.6315356246593069, 0.6481811722334214, 0.6648517729473156, 0.6815284105624073, 0.6981866356289856, 0.7148475773010432, 0.7315136503390818, 0.7482038709817971, 0.7648479093306264, 0.7815067380872733, 0.798151078281137, 0.814852467190974, 0.831521558679583, 0.8481879335627127, 0.8648358958972722, 0.8815170611882195, 0.898213922422201, 0.9148353223916956, 0.9315065267957152, 0.9481596204962557, 0.9648425968575793, 0.9814962942482452, 0.9981964757778883, 1.0148296477045733, 1.0314945133624178, 1.048149719978369, 1.0648251502132098, 1.0815458572067769, 1.0982080062590853, 1.1148773995927854, 1.1315235508569685, 1.1481914349653835, 1.1648520747924067, 1.1818190873534036, 1.1981582621934876, 1.2148696119902525, 1.2316380105030476, 1.2486777677229952, 1.2647815034177938, 1.2814496893712999, 1.2981211956203538, 1.3147839483627877, 1.3314799040616094, 1.3481233387203133, 1.3648165778135422, 1.382325402253855, 1.3981297076510373, 1.4148160043079656, 1.4314835865712894, 1.44817924042502, 1.4648489356038112, 1.4816927953810932, 1.498139427061858, 1.514825421873752, 1.5314761008138476, 1.5480917657272357]",0.014872479518373893,None,46.647157313796356,None,46.647157313796356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2020_Sep_23_1343,vm_20xx,2020.2.4,59.99996377861093,
0.3,-0.3,0,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,47.14715248427541,None,47.14715248427541,None,"[0.8055555555555556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10185185185185185, 0.0, 0.0, -0.10648148148148148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0824074074074074, -0.06018518518518518, -0.03333333333333333, 0.009259259259259259, 0.05740740740740741, 0.09907407407407408, 0.14444444444444443, 0.2064814814814815, 0.27314814814814814, 0.32685185185185184, 0.39444444444444443]","[0.3990740740740741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12407407407407407, 0.0, 0.0, 0.13240740740740742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12962962962962962, 0.12037037037037036, 0.10740740740740741, 0.08611111111111111, 0.06111111111111111, 0.03796296296296296, 0.011111111111111112, -0.026851851851851852, -0.0712962962962963, -0.10833333333333334, -0.15555555555555556]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8.300739096966936e-05, 0.0149857015995849, 0.0316197790614865, 0.04826502479050987, 0.06495615096838492, 0.08162162031635489, 0.09829614501603601, 0.11495376639243204, 0.13161289699417011, 0.14828319586302996, 0.16495289104176436, 0.18161141795337699, 0.19828715003325215, 0.2149414511140435, 0.23162140902479678, 0.248294726344227, 0.26491008941252403, 0.2816060451113458, 0.2982615535723312, 0.3149086103717309, 0.33160124577489114, 0.3482860332065343, 0.3649352029213446, 0.38160489810013587, 0.3982887799965624, 0.4149301017398557, 0.4316091541154492, 0.44824926847849156, 0.4649376780508305, 0.4816034492438348, 0.49827072966212427, 0.5149319731792161, 0.5315880853303838, 0.5482514417628863, 0.5649208350965864, 0.5815823804587694, 0.5982559996232908, 0.614931731703166, 0.6315917678400638, 0.6482282600624671, 0.6649275360568936, 0.6815767057717039, 0.6982255736414231, 0.7149142850588532, 0.7315764341111048, 0.7482376776282536, 0.7649209558346115, 0.78158310488692, 0.7982389151929965, 0.8149300413708715, 0.8315897756626782, 0.8482226457443858, 0.8649249401893826, 0.8815789394251397, 0.8981943024933798, 0.9149467032180496, 0.9316028153692173, 0.9484919519052255, 0.9649428094168115, 0.9816119009054773, 0.9981910425667593, 1.014879150294064, 1.0315340550649807, 1.048191978286468, 1.0649039317733582, 1.0815546107134537, 1.098225513272439, 1.1148849457192114, 1.1315157028854514, 1.148443777433954, 1.1648774297772206, 1.18152539211178, 1.1982288939370846, 1.2148756488913932, 1.231542023774523, 1.2482385831634133, 1.264885639962813, 1.2815505056206575, 1.2982392170380308, 1.314852165345883, 1.3317234930234463]",0.01493948912121823,None,48.48036316790012,None,48.48036316790012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2020_Sep_23_1343,vm_20xx,2020.2.4,59.99996377861093,
-0.3,0.3,0,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,48.98036196051987,None,48.98036196051987,None,"[0.8074074074074075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24351851851851852, -0.2824074074074074, -0.3388888888888889, -0.4009259259259259]","[-0.43333333333333335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032407407407407406, 0.06018518518518518, 0.09722222222222222, 0.13425925925925927]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8.81387570075276e-05, 0.015125757706584864, 0.03179937687110623, 0.048438887544023146, 0.06511069563816818, 0.08178733325325993, 0.09842352363057216, 0.1151016704709491, 0.13178857081800288, 0.14843774053281322, 0.16510170065544116, 0.18175811465164315, 0.19843082828094794, 0.21509690131904335, 0.23178229244081194, 0.2484224068038543, 0.2650842540110716, 0.28173312188084765, 0.2984167019322399, 0.31509183032204646, 0.3317702790074577, 0.3484719697623859, 0.36508854021093384, 0.38175189664343634, 0.39840257558353187, 0.41508766486026616, 0.4317736596721602, 0.4484101518945067, 0.4650650566654235, 0.4817634271246902, 0.49840957838887334, 0.5150759532720031, 0.5317655702245929, 0.5483984403062436, 0.5650774926817803, 0.5817360195933929, 0.5983713044354886, 0.6150379811637094, 0.6317402756087063, 0.6483921619290527, 0.66505400913627, 0.6817324578216812, 0.6983997382399707, 0.7150350230821232, 0.7317454673437283, 0.7483940333684131, 0.765050145519524, 0.7816733565593381, 0.7983883284967987, 0.8150700974778715, 0.8316785181098112, 0.8483572686403136, 0.8650541298742951, 0.8817410302213489, 0.8983742021480907, 0.9150529526785931, 0.9317147998858104, 0.948375741557868, 0.965040003525587, 0.9817244891121959, 0.9983790920380216, 1.0150355060342235, 1.0317100307339047, 1.0483561819980878, 1.0649972018963467, 1.0816943649753625, 1.0983335738032451, 1.1149694623354662, 1.1316536460770408, 1.1483299818470414, 1.1650286541513992, 1.1816862755277953, 1.1984407891678757, 1.215068226038511, 1.231705321950983, 1.2486213226971472, 1.2649849469869991, 1.2816498126447868, 1.2983711233284794, 1.3149985601991148, 1.3316595018711723, 1.3483367431763895, 1.3649865165812685, 1.3818617682446188, 1.3983403955015774, 1.4150454065521103, 1.4316903504360994, 1.4483174854616436]",0.015060528989522481,None,50.43023092958015,None,50.43023092958015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2020_Sep_23_1343,vm_20xx,2020.2.4,59.99996377861093,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93022730743945,None,0.514579991657115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2020_Sep_23_1343,vm_20xx,2020.2.4,59.99996377861093,
