target_x,target_y,rotation,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,Welcome.started,Welcome.stopped,mouse.started,mouse.stopped,demo_target.started,demo_target.stopped,demo_fixation.started,demo_fixation.stopped,demo_mouse.x,demo_mouse.y,demo_mouse.leftButton,demo_mouse.midButton,demo_mouse.rightButton,demo_mouse.time,demo_mouse.started,demo_mouse.stopped,demo_target_feedback.started,demo_target_feedback.stopped,demo_fixation_feedback.started,demo_fixation_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.356213389967508,None,2.002475008738344,None,,,,,,,,,,,,,,,,,0,001,2020_Sep_23_1340,vm_20xx,2020.2.4,59.99550888172912,
