,participant_id,Condition,Trial_number,Error,Block
1844,10,Sudden,131,0.30589719965725737,2
1845,11,Gradual,131,0.7882806541576303,2
1846,12,Sudden,131,0.2793266917530049,2
1847,13,Gradual,131,0.3818959856592351,2
1848,0,Sudden,132,0.2997065650802493,2
1849,1,Gradual,132,0.32986578182022064,2
1850,2,Sudden,132,1.4584733418814184,2
1851,3,Gradual,132,0.20497610724359555,2
1852,4,Sudden,132,1.422092283537606,2
1853,5,Gradual,132,0.48116976872872386,2
1854,6,Sudden,132,0.9241001107151688,2
1855,7,Gradual,132,0.3687402612592183,2
1856,8,Sudden,132,0.44751709099314796,2
1857,9,Gradual,132,0.31968589354471344,2
1858,10,Sudden,132,0.24420718769187522,2
1859,11,Gradual,132,0.7337159314356714,2
1860,12,Sudden,132,0.22469986363972771,2
1861,13,Gradual,132,0.39548662549325353,2
1862,0,Sudden,133,0.2852813502722471,2
1863,1,Gradual,133,0.3161865898435698,2
1864,2,Sudden,133,1.4260887517436662,2
1865,3,Gradual,133,0.22400273408614718,2
1866,4,Sudden,133,1.5178029321397242,2
1867,5,Gradual,133,0.4416866586176459,2
1868,6,Sudden,133,0.9266359586107081,2
1869,7,Gradual,133,0.4035728632669623,2
1870,8,Sudden,133,0.3316258521759577,2
1871,9,Gradual,133,0.285204303506437,2
1872,10,Sudden,133,0.21501802347789223,2
1873,11,Gradual,133,0.6801461548617684,2
1874,12,Sudden,133,0.21332988348804152,2
1875,13,Gradual,133,0.36830824624471115,2
1876,0,Sudden,134,0.2812877034444007,2
1877,1,Gradual,134,0.31960974013534627,2
1878,2,Sudden,134,1.358981947706937,2
1879,3,Gradual,134,0.26355816378260516,2
1880,4,Sudden,134,1.5875371463739816,2
1881,5,Gradual,134,0.38997773287379167,2
1882,6,Sudden,134,0.8790946973946332,2
1883,7,Gradual,134,0.42299463759137035,2
1884,8,Sudden,134,0.28629401296541357,2
1885,9,Gradual,134,0.25995143917311253,2
1886,10,Sudden,134,0.20742929405270266,2
1887,11,Gradual,134,0.6708115158791437,2
1888,12,Sudden,134,0.24922667965705234,2
1889,13,Gradual,134,0.31880932992346034,2
1890,0,Sudden,135,0.2715493931842785,2
1891,1,Gradual,135,0.3255360850380489,2
1892,2,Sudden,135,1.2551444673688934,2
1893,3,Gradual,135,0.3090994234667666,2
1894,4,Sudden,135,1.5947843186347619,2
1895,5,Gradual,135,0.33840476873750436,2
1896,6,Sudden,135,0.8124928603884254,2
1897,7,Gradual,135,0.4128348399105526,2
1898,8,Sudden,135,0.28052074899236684,2
1899,9,Gradual,135,0.25435388632655515,2
1900,10,Sudden,135,0.20782507804259426,2
1901,11,Gradual,135,0.729031710187818,2
1902,12,Sudden,135,0.34986923527340774,2
1903,13,Gradual,135,0.26670601124571147,2
1904,0,Sudden,136,0.2526142891094144,2
1905,1,Gradual,136,0.3199430194234326,2
1906,2,Sudden,136,1.1429528337779788,2
1907,3,Gradual,136,0.33921696875710294,2
1908,4,Sudden,136,1.5346840120310274,2
1909,5,Gradual,136,0.2921595211670699,2
1910,6,Sudden,136,0.7922175981436985,2
1911,7,Gradual,136,0.3714439206375451,2
1912,8,Sudden,136,0.28308872335978685,2
1913,9,Gradual,136,0.2721590990850102,2
1914,10,Sudden,136,0.2075457882476573,2
1915,11,Gradual,136,0.8393512732377719,2
1916,12,Sudden,136,0.5163866991641461,2
1917,13,Gradual,136,0.2242515260801122,2
1918,0,Sudden,137,0.2321591796457736,2
1919,1,Gradual,137,0.30492781548860165,2
1920,2,Sudden,137,1.0853765140561646,2
1921,3,Gradual,137,0.3421437326016376,2
1922,4,Sudden,137,1.424658325360407,2
1923,5,Gradual,137,0.25590066411329493,2
1924,6,Sudden,137,0.8208284787530837,2
1925,7,Gradual,137,0.3113594420310263,2
1926,8,Sudden,137,0.27946832112275966,2
1927,9,Gradual,137,0.30398972598643936,2
1928,10,Sudden,137,0.20644817782295027,2
1929,11,Gradual,137,0.9470681504412574,2
1930,12,Sudden,137,0.6922711234054928,2
1931,13,Gradual,137,0.19954603506898755,2
1932,0,Sudden,138,0.21881058492396677,2
1933,1,Gradual,138,0.29537541135556217,2
1934,2,Sudden,138,1.1456688809128905,2
1935,3,Gradual,138,0.3246614510219346,2
1936,4,Sudden,138,1.3066887800687965,2
1937,5,Gradual,138,0.23599729658462942,2
1938,6,Sudden,138,0.821606336458343,2
1939,7,Gradual,138,0.24977782866087597,2
1940,8,Sudden,138,0.27159189669163386,2
1941,9,Gradual,138,0.3321583580636927,2
1942,10,Sudden,138,0.21080689225468488,2
1943,11,Gradual,138,0.9893920933743736,2
1944,12,Sudden,138,0.7799366472522026,2
1945,13,Gradual,138,0.19563915052144315,2
1946,0,Sudden,139,0.21448015626451833,2
1947,1,Gradual,139,0.30286168970906036,2
1948,2,Sudden,139,1.319561654656416,2
1949,3,Gradual,139,0.3064630704792153,2
1950,4,Sudden,139,1.24150274053355,2
1951,5,Gradual,139,0.23317569958374432,2
1952,6,Sudden,139,0.7277374612994402,2
1953,7,Gradual,139,0.19821197708043212,2
1954,8,Sudden,139,0.26646779582226804,2
1955,9,Gradual,139,0.3475178608034177,2
1956,10,Sudden,139,0.22637652300663635,2
1957,11,Gradual,139,0.9419453520637623,2
1958,12,Sudden,139,0.7217923621714037,2
1959,13,Gradual,139,0.20414442597740118,2
1960,0,Sudden,140,0.21603165070977493,2
1961,1,Gradual,140,0.32626472618189806,2
1962,2,Sudden,140,1.4999588036683478,2
1963,3,Gradual,140,0.3059070533184683,2
1964,4,Sudden,140,1.2696396461051411,2
1965,5,Gradual,140,0.23833139668352596,2
1966,6,Sudden,140,0.5594717682696582,2
1967,7,Gradual,140,0.15918862125044558,2
1968,8,Sudden,140,0.2661950632237462,2
1969,9,Gradual,140,0.3579472673100885,2
1970,10,Sudden,140,0.2511467706620577,2
1971,11,Gradual,140,0.8381463682348618,2
1972,12,Sudden,140,0.5554155972627617,2
1973,13,Gradual,140,0.20867527455123952,2
1974,0,Sudden,141,0.2210685578842086,2
1975,1,Gradual,141,0.35466760755599624,2
1976,2,Sudden,141,1.5414984750023106,2
1977,3,Gradual,141,0.3279979686248451,2
1978,4,Sudden,141,1.3731366338399251,2
1979,5,Gradual,141,0.2395022139400672,2
1980,6,Sudden,141,0.39784695240760454,2
1981,7,Gradual,141,0.13000523525377036,2
1982,8,Sudden,141,0.26727153553378724,2
1983,9,Gradual,141,0.37400046736776454,2
1984,10,Sudden,141,0.2738303423200791,2
1985,11,Gradual,141,0.7397591612808896,2
1986,12,Sudden,141,0.3742093681217763,2
1987,13,Gradual,141,0.20053141035185898,2
1988,0,Sudden,142,0.23030742089113504,2
1989,1,Gradual,142,0.3747987227842245,2
1990,2,Sudden,142,1.383622239538424,2
1991,3,Gradual,142,0.36315400204307724,2
1992,4,Sudden,142,1.4900186770043,2
1993,5,Gradual,142,0.23300250406621437,2
1994,6,Sudden,142,0.3025845364937608,2
1995,7,Gradual,142,0.1080102003602732,2
1996,8,Sudden,142,0.2647238614764326,2
1997,9,Gradual,142,0.391393344794986,2
1998,10,Sudden,142,0.2814129382032361,2
1999,11,Gradual,142,0.6854045704579478,2
2000,12,Sudden,142,0.24784075630252084,2
2001,13,Gradual,142,0.18682609297991087,2
2002,0,Sudden,143,0.24745095805956152,2
2003,1,Gradual,143,0.37761965355262295,2
2004,2,Sudden,143,1.1004405814396632,2
2005,3,Gradual,143,0.39590973026266296,2
2006,4,Sudden,143,1.570376399271105,2
2007,5,Gradual,143,0.2278225867489061,2
2008,6,Sudden,143,0.2738017064256837,2
2009,7,Gradual,143,0.09252210431712898,2
2010,8,Sudden,143,0.25604564529452467,2
2011,9,Gradual,143,0.3970721675333709,2
2012,10,Sudden,143,0.26848604590766145,2
2013,11,Gradual,143,0.6680004398287025,2
2014,12,Sudden,143,0.18980710758994246,2
2015,13,Gradual,143,0.1788846277536874,2
2016,0,Sudden,144,0.27984610497194917,2
2017,1,Gradual,144,0.3621050315461265,2
2018,2,Sudden,144,0.8275459464821208,2
2019,3,Gradual,144,0.41318930980860397,2
2020,4,Sudden,144,1.6083955760043485,2
2021,5,Gradual,144,0.23849831780533617,2
2022,6,Sudden,144,0.2774869325755458,2
2023,7,Gradual,144,0.0842325322238798,2
2024,8,Sudden,144,0.24399493261127822,2
2025,9,Gradual,144,0.38926503681987756,2
2026,10,Sudden,144,0.23904267036561852,2
2027,11,Gradual,144,0.6614016400955076,2
2028,12,Sudden,144,0.17808840162589307,2
2029,13,Gradual,144,0.17734477943416233,2
2030,0,Sudden,145,0.3415467234041321,2
2031,1,Gradual,145,0.3348440194710786,2
2032,2,Sudden,145,0.6555376081213644,2
2033,3,Gradual,145,0.4065570608346142,2
2034,4,Sudden,145,1.6217375767926576,2
2035,5,Gradual,145,0.27216000344705743,2
2036,6,Sudden,145,0.28593439512663343,2
2037,7,Gradual,145,0.0865826082991738,2
2038,8,Sudden,145,0.23607830171749566,2
2039,9,Gradual,145,0.37879748438511923,2
2040,10,Sudden,145,0.2022361030925734,2
2041,11,Gradual,145,0.6582057032046404,2
2042,12,Sudden,145,0.18396933904986132,2
2043,13,Gradual,145,0.17354069787230214,2
2044,0,Sudden,146,0.45028332893701895,2
2045,1,Gradual,146,0.30550000275924655,2
2046,2,Sudden,146,0.5905044808734207,2
2047,3,Gradual,146,0.3735787774565037,2
2048,4,Sudden,146,1.6193380728733615,2
2049,5,Gradual,146,0.3203873403638111,2
2050,6,Sudden,146,0.2923336036050201,2
2051,7,Gradual,146,0.10856383481329629,2
2052,8,Sudden,146,0.238319417750804,2
2053,9,Gradual,146,0.36867932289914224,2
2054,10,Sudden,146,0.1681140068152229,2
2055,11,Gradual,146,0.6690158645651095,2
2056,12,Sudden,146,0.1866897756141979,2
2057,13,Gradual,146,0.16161438281912222,2
2058,0,Sudden,147,0.605168102186223,2
2059,1,Gradual,147,0.28039028254350046,2
2060,2,Sudden,147,0.5874562555783378,2
2061,3,Gradual,147,0.3215239056916031,2
2062,4,Sudden,147,1.60223757186017,2
2063,5,Gradual,147,0.36335617441575624,2
2064,6,Sudden,147,0.3003326368254453,2
2065,7,Gradual,147,0.16089556615032466,2
2066,8,Sudden,147,0.24911390558155452,2
2067,9,Gradual,147,0.34532156924794155,2
2068,10,Sudden,147,0.14449621773615218,2
2069,11,Gradual,147,0.6917831218225117,2
2070,12,Sudden,147,0.17817494151161511,2
2071,13,Gradual,147,0.14548822560507152,2
2072,0,Sudden,148,0.7585018803543606,2
2073,1,Gradual,148,0.2600931623475168,2
2074,2,Sudden,148,0.5981753685049584,2
2075,3,Gradual,148,0.2656149513034484,2
2076,4,Sudden,148,1.5849882522460257,2
2077,5,Gradual,148,0.3823616758438071,2
2078,6,Sudden,148,0.3093751558884146,2
2079,7,Gradual,148,0.2418575531521257,2
2080,8,Sudden,148,0.26100434863377947,2
2081,9,Gradual,148,0.297891606568342,2
2082,10,Sudden,148,0.1358003159581076,2
2083,11,Gradual,148,0.7021795516843141,2
2084,12,Sudden,148,0.16248185180765612,2
2085,13,Gradual,148,0.1362659518874088,2
2086,0,Sudden,149,0.83017212531232,2
2087,1,Gradual,149,0.24491654882970967,2
2088,2,Sudden,149,0.5922722436707315,2
2089,3,Gradual,149,0.2195685298773154,2
2090,4,Sudden,149,1.5962073061981135,2
2091,5,Gradual,149,0.3701021446100192,2
2092,6,Sudden,149,0.31123446695332135,2
2093,7,Gradual,149,0.3259806790964991,2
2094,8,Sudden,149,0.2683240424778678,2
2095,9,Gradual,149,0.2397824806118293,2
2096,10,Sudden,149,0.1439416393705491,2
2097,11,Gradual,149,0.6764593570479447,2
2098,12,Sudden,149,0.14942952487559405,2
2099,13,Gradual,149,0.14408692329006031,2
2100,0,Sudden,150,0.775004677646183,2
2101,1,Gradual,150,0.24052196068946236,2
2102,2,Sudden,150,0.5585010225396557,2
2103,3,Gradual,150,0.1902339012595534,2
2104,4,Sudden,150,1.6501875342723245,2
2105,5,Gradual,150,0.3323867148019124,2
2106,6,Sudden,150,0.29847248124141235,2
2107,7,Gradual,150,0.37530409760943056,2
2108,8,Sudden,150,0.2718592281147311,2
2109,9,Gradual,150,0.20414430108388668,2
2110,10,Sudden,150,0.1668882023501057,2
2111,11,Gradual,150,0.611319353792046,2
2112,12,Sudden,150,0.14593854739345977,2
2113,13,Gradual,150,0.16925337113847364,2
2114,0,Sudden,151,0.6280981048906411,2
2115,1,Gradual,151,0.25571480644213135,2
2116,2,Sudden,151,0.5061066913321814,2
2117,3,Gradual,151,0.18209076445107544,2
2118,4,Sudden,151,1.7266164568150597,2
2119,5,Gradual,151,0.2825920693773169,2
2120,6,Sudden,151,0.2721909759198432,2
2121,7,Gradual,151,0.3699458741089984,2
2122,8,Sudden,151,0.2764373593829802,2
2123,9,Gradual,151,0.21931726159881393,2
2124,10,Sudden,151,0.19507735413946314,2
2125,11,Gradual,151,0.5243795093961029,2
2126,12,Sudden,151,0.1516623813173379,2
2127,13,Gradual,151,0.19970708605473375,2
2128,0,Sudden,152,0.46847329271682375,2
2129,1,Gradual,152,0.29532527550329823,2
2130,2,Sudden,152,0.4606553520339839,2
2131,3,Gradual,152,0.20061729354501492,2
2132,4,Sudden,152,1.7818651339314537,2
2133,5,Gradual,152,0.23372859654555833,2
2134,6,Sudden,152,0.2395072841316483,2
2135,7,Gradual,152,0.32752505292501644,2
2136,8,Sudden,152,0.28531349659678806,2
2137,9,Gradual,152,0.28734676170033463,2
2138,10,Sudden,152,0.21558395351293763,2
2139,11,Gradual,152,0.4470782976283837,2
2140,12,Sudden,152,0.16256775903301707,2
2141,13,Gradual,152,0.21976513991561947,2
2142,0,Sudden,153,0.35078979405379657,2
2143,1,Gradual,153,0.3525709801440833,2
2144,2,Sudden,153,0.4431907707082534,2
2145,3,Gradual,153,0.24556310298877915,2
2146,4,Sudden,153,1.7750221319812673,2
2147,5,Gradual,153,0.19415277161070385,2
2148,6,Sudden,153,0.20582969802062961,2
2149,7,Gradual,153,0.28844187732589277,2
2150,8,Sudden,153,0.29809434076717795,2
2151,9,Gradual,153,0.3809595513569517,2
2152,10,Sudden,153,0.22713096496201457,2
2153,11,Gradual,153,0.41321150274532475,2
2154,12,Sudden,153,0.17594183604847496,2
2155,13,Gradual,153,0.22207695598015056,2
2156,0,Sudden,154,0.28183260567198254,2
2157,1,Gradual,154,0.4062078625504194,2
2158,2,Sudden,154,0.4507457847008399,2
2159,3,Gradual,154,0.30321839268895595,2
2160,4,Sudden,154,1.6891849442112745,2
2161,5,Gradual,154,0.17167197658237082,2
2162,6,Sudden,154,0.17425317335325655,2
2163,7,Gradual,154,0.28061075973538496,2
2164,8,Sudden,154,0.31338139660103226,2
2165,9,Gradual,154,0.4601421874736137,2
2166,10,Sudden,154,0.2496381498684626,2
2167,11,Gradual,154,0.43774332117844383,2
2168,12,Sudden,154,0.19083776983198575,2
2169,13,Gradual,154,0.2106982680234443,2
2170,0,Sudden,155,0.24343860617626162,2
2171,1,Gradual,155,0.4322166674196279,2
2172,2,Sudden,155,0.4627721543352381,2
2173,3,Gradual,155,0.35253223325997396,2
2174,4,Sudden,155,1.5424130995112173,2
2175,5,Gradual,155,0.18014762407272747,2
2176,6,Sudden,155,0.1504919023646605,2
2177,7,Gradual,155,0.2996468027268599,2
2178,8,Sudden,155,0.33076213456297343,2
2179,9,Gradual,155,0.4965369086077769,2
2180,10,Sudden,155,0.3114399008871437,2
2181,11,Gradual,155,0.5012164196889579,2
2182,12,Sudden,155,0.20659996412507214,2
2183,13,Gradual,155,0.19643308351178385,2
2184,0,Sudden,156,0.21936190798190552,2
2185,1,Gradual,156,0.4242924585496979,2
2186,2,Sudden,156,0.4645014303825169,2
2187,3,Gradual,156,0.38142882175103265,2
2188,4,Sudden,156,1.3790049457420968,2
2189,5,Gradual,156,0.2346320546773073,2
2190,6,Sudden,156,0.14101771425677134,2
2191,7,Gradual,156,0.3218398946515258,2
2192,8,Sudden,156,0.3486936059936876,2
2193,9,Gradual,156,0.4873337085436278,2
2194,10,Sudden,156,0.42043712087727103,2
2195,11,Gradual,156,0.563102868172377,2
2196,12,Sudden,156,0.22326208550813023,2
2197,13,Gradual,156,0.19307597102107962,2
2198,0,Sudden,157,0.2042019269906662,2
2199,1,Gradual,157,0.3989547893517637,2
2200,2,Sudden,157,0.4590040938357232,2
2201,3,Gradual,157,0.392551865586821,2
2202,4,Sudden,157,1.2462780843477006,2
2203,5,Gradual,157,0.33269697063750053,2
2204,6,Sudden,157,0.14456325972470674,2
2205,7,Gradual,157,0.3311193863055828,2
2206,8,Sudden,157,0.36399281272302175,2
2207,9,Gradual,157,0.44993032087786017,2
2208,10,Sudden,157,0.5480171703459625,2
2209,11,Gradual,157,0.5947317745421699,2
2210,12,Sudden,157,0.24164321698270216,2
2211,13,Gradual,157,0.21280911476010575,2
2212,0,Sudden,158,0.19870090380769334,2
2213,1,Gradual,158,0.3774346228349649,2
2214,2,Sudden,158,0.4575827435238955,2
2215,3,Gradual,158,0.39100983309208126,2
2216,4,Sudden,158,1.1757769043732302,2
2217,5,Gradual,158,0.4424909299274497,2
2218,6,Sudden,158,0.15002324155233343,2
2219,7,Gradual,158,0.3290589215924975,2
2220,8,Sudden,158,0.37721277186478436,2
2221,9,Gradual,158,0.40592670505707706,2
2222,10,Sudden,158,0.6466411685430832,2
2223,11,Gradual,158,0.5957276341357944,2
2224,12,Sudden,158,0.26016349851957155,2
2225,13,Gradual,158,0.25592971181712504,2
2226,0,Sudden,159,0.20305458916509322,2
2227,1,Gradual,159,0.36695235506048685,2
2228,2,Sudden,159,0.4635643411198452,2
2229,3,Gradual,159,0.37402857746396273,2
2230,4,Sudden,159,1.1731198608694426,2
2231,5,Gradual,159,0.5185991441666585,2
2232,6,Sudden,159,0.1461886388124822,2
2233,7,Gradual,159,0.32337519209503957,2
2234,8,Sudden,159,0.39684380482915343,2
2235,9,Gradual,159,0.36873305241617826,2
2236,10,Sudden,159,0.6862570447500371,2
2237,11,Gradual,159,0.5820384610704613,2
2238,12,Sudden,159,0.27155182715303855,2
2239,13,Gradual,159,0.3037465580924885,2
2240,0,Sudden,160,0.21481111482169313,2
2241,1,Gradual,160,0.3615510052778527,2
2242,2,Sudden,160,0.47079751858793417,2
2243,3,Gradual,160,0.3393100751322309,2
2244,4,Sudden,160,1.2152559721228515,2
2245,5,Gradual,160,0.534593001732627,2
2246,6,Sudden,160,0.13353269977050927,2
2247,7,Gradual,160,0.31669320286973096,2
2248,8,Sudden,160,0.43358926184247526,2
2249,9,Gradual,160,0.340679461927507,2
2250,10,Sudden,160,0.6719287855110222,2
2251,11,Gradual,160,0.5719103903234795,2
2252,12,Sudden,160,0.26665806653367247,2
2253,13,Gradual,160,0.32798139707177,2
2254,0,Sudden,161,0.2303900065019392,2
2255,1,Gradual,161,0.35403423992471716,2
2256,2,Sudden,161,0.47638731331490325,2
2257,3,Gradual,161,0.30111339732920783,2
2258,4,Sudden,161,1.267350010141478,2
2259,5,Gradual,161,0.5003569257183789,2
2260,6,Sudden,161,0.12755938214442178,2
2261,7,Gradual,161,0.3080191561613701,2
2262,8,Sudden,161,0.4924615900100525,2
2263,9,Gradual,161,0.3165431069567184,2
2264,10,Sudden,161,0.6298701936384968,2
2265,11,Gradual,161,0.5815394606004212,2
2266,12,Sudden,161,0.24532989329041105,2
2267,13,Gradual,161,0.31262749147715774,2
2268,0,Sudden,162,0.24515862670995112,2
2269,1,Gradual,162,0.34219471931048207,2
2270,2,Sudden,162,0.483179225878815,2
2271,3,Gradual,162,0.29166208507266606,2
2272,4,Sudden,162,1.3118471286621165,2
2273,5,Gradual,162,0.4501341958451003,2
2274,6,Sudden,162,0.15247040473521178,2
2275,7,Gradual,162,0.29765542492468094,2
2276,8,Sudden,162,0.5735527150995574,2
2277,9,Gradual,162,0.2907767102049592,2
2278,10,Sudden,162,0.5848372286867285,2
2279,11,Gradual,162,0.61538380499921,2
2280,12,Sudden,162,0.22129209632089986,2
2281,13,Gradual,162,0.2668469116593033,2
2282,0,Sudden,163,0.253436091076264,2
2283,1,Gradual,163,0.32892275888418904,2
2284,2,Sudden,163,0.48568274704163145,2
2285,3,Gradual,163,0.3454297375454705,2
2286,4,Sudden,163,1.354021191001775,2
2287,5,Gradual,163,0.41606761520549795,2
2288,6,Sudden,163,0.23221561895404116,2
2289,7,Gradual,163,0.2878582315321122,2
2290,8,Sudden,163,0.6748258459116995,2
2291,9,Gradual,163,0.26673545584368474,2
2292,10,Sudden,163,0.549868132898834,2
2293,11,Gradual,163,0.6546244173342977,2
2294,12,Sudden,163,0.21146252388888176,2
2295,13,Gradual,163,0.21550722892441432,2
2296,0,Sudden,164,0.25155934744596137,2
2297,1,Gradual,164,0.32193433974292085,2
2298,2,Sudden,164,0.46729851074191064,2
2299,3,Gradual,164,0.47687371808768914,2
2300,4,Sudden,164,1.3998045492014304,2
2301,5,Gradual,164,0.4069024411915041,2
2302,6,Sudden,164,0.3784437911072189,2
2303,7,Gradual,164,0.2819914171757935,2
2304,8,Sudden,164,0.7831912555406875,2
2305,9,Gradual,164,0.25804442018261536,2
2306,10,Sudden,164,0.5302653020579371,2
2307,11,Gradual,164,0.6702611697262312,2
2308,12,Sudden,164,0.22019635054150383,2
2309,13,Gradual,164,0.17907464001084278,2
2310,0,Sudden,165,0.24234513072341674,2
2311,1,Gradual,165,0.32861488116533877,2
2312,2,Sudden,165,0.4211234727738313,2
2313,3,Gradual,165,0.6594431148429487,2
2314,4,Sudden,165,1.4446066461716873,2
2315,5,Gradual,165,0.4060533402110821,2
2316,6,Sudden,165,0.5702568648405276,2
2317,7,Gradual,165,0.28280683884491237,2
2318,8,Sudden,165,0.8649785834374608,2
2319,9,Gradual,165,0.27471335504773453,2
2320,10,Sudden,165,0.5368099883511219,2
2321,11,Gradual,165,0.6546163432091808,2
2322,12,Sudden,165,0.23721340795847431,2
2323,13,Gradual,165,0.16331799427738122,2
2324,0,Sudden,166,0.23568720371565433,2
2325,1,Gradual,166,0.34588543500081603,2
2326,2,Sudden,166,0.36670247093296726,2
2327,3,Gradual,166,0.8216310926033059,2
2328,4,Sudden,166,1.4818541143357558,2
2329,5,Gradual,166,0.3937565234493561,2
2330,6,Sudden,166,0.7429974209202467,2
2331,7,Gradual,166,0.2894319291559995,2
2332,8,Sudden,166,0.8795419162643598,2
2333,9,Gradual,166,0.308569653947551,2
2334,10,Sudden,166,0.5966371130301016,2
2335,11,Gradual,166,0.6319954666187281,2
2336,12,Sudden,166,0.24995111340749457,2
2337,13,Gradual,166,0.1631188840913425,2
2338,0,Sudden,167,0.2427069134318107,2
2339,1,Gradual,167,0.3597665592175377,2
2340,2,Sudden,167,0.3382681033061647,2
2341,3,Gradual,167,0.8825947989510452,2
2342,4,Sudden,167,1.5051293483505275,2
2343,5,Gradual,167,0.3772198051069168,2
2344,6,Sudden,167,0.8228026883538009,2
2345,7,Gradual,167,0.29953062437503764,2
2346,8,Sudden,167,0.8102233042510066,2
2347,9,Gradual,167,0.3382133734350594,2
2348,10,Sudden,167,0.736556358991615,2
2349,11,Gradual,167,0.635022300038848,2
2350,12,Sudden,167,0.25377307955121586,2
2351,13,Gradual,167,0.16991628911246115,2
2352,0,Sudden,168,0.2694032288711843,2
2353,1,Gradual,168,0.3596456421790296,2
2354,2,Sudden,168,0.35616843524606867,2
2355,3,Gradual,168,0.812690324545621,2
2356,4,Sudden,168,1.4985317024967184,2
2357,5,Gradual,168,0.39337680795502544,2
2358,6,Sudden,168,0.798298379756788,2
2359,7,Gradual,168,0.3161743273236405,2
2360,8,Sudden,168,0.6812467369785535,2
2361,9,Gradual,168,0.3468450128287917,2
2362,10,Sudden,168,0.9368463400426517,2
2363,11,Gradual,168,0.6726735383373142,2
2364,12,Sudden,168,0.25139327056529853,2
2365,13,Gradual,168,0.17526865449820583,2
2366,0,Sudden,169,0.3154424099804527,2
2367,1,Gradual,169,0.3498919942893367,2
2368,2,Sudden,169,0.40960408970749235,2
2369,3,Gradual,169,0.6582698726633772,2
2370,4,Sudden,169,1.4336576226194238,2
2371,5,Gradual,169,0.46973583248072565,2
2372,6,Sudden,169,0.7432540460319745,2
2373,7,Gradual,169,0.3437918373919816,2
2374,8,Sudden,169,0.543742544476536,2
2375,9,Gradual,169,0.3320682740809314,2
2376,10,Sudden,169,1.107742619281968,2
2377,11,Gradual,169,0.7212157933862324,2
2378,12,Sudden,169,0.2477961991515061,2
2379,13,Gradual,169,0.1720891484882932,2
2380,0,Sudden,170,0.37305936281597124,2
2381,1,Gradual,170,0.34384919674632364,2
2382,2,Sudden,170,0.4655642758216856,2
2383,3,Gradual,170,0.50066988104536,2
2384,4,Sudden,170,1.284843720993893,2
2385,5,Gradual,170,0.5811729735099599,2
2386,6,Sudden,170,0.7385450083291832,2
2387,7,Gradual,170,0.37240483217050185,2
2388,8,Sudden,170,0.4447922256673856,2
2389,9,Gradual,170,0.3041796676488339,2
2390,10,Sudden,170,1.1408891027882533,2
2391,11,Gradual,170,0.747024192617914,2
2392,12,Sudden,170,0.24644351095593953,2
2393,13,Gradual,170,0.15788961529016282,2
2394,0,Sudden,171,0.4226751433916832,2
2395,1,Gradual,171,0.3488090739746625,2
2396,2,Sudden,171,0.49394252084991175,2
2397,3,Gradual,171,0.3965307053099544,2
2398,4,Sudden,171,1.060189293950257,2
2399,5,Gradual,171,0.6595108241080476,2
2400,6,Sudden,171,0.7778328229987559,2
2401,7,Gradual,171,0.37633879210422994,2
2402,8,Sudden,171,0.40737409636586186,2
2403,9,Gradual,171,0.28099822014576886,2
2404,10,Sudden,171,1.0013854727409808,2
2405,11,Gradual,171,0.7406950777498518,2
2406,12,Sudden,171,0.24670358139394824,2
2407,13,Gradual,171,0.138081910007534,2
2408,0,Sudden,172,0.4381564118014808,2
2409,1,Gradual,172,0.3609057034378107,2
2410,2,Sudden,172,0.4863832755350082,2
2411,3,Gradual,172,0.3551172026808832,2
2412,4,Sudden,172,0.8173685159028161,2
2413,5,Gradual,172,0.6552542200273604,2
2414,6,Sudden,172,0.7780966371397259,2
2415,7,Gradual,172,0.33799964753450085,2
2416,8,Sudden,172,0.43005011918831854,2
2417,9,Gradual,172,0.2783693167656532,2
2418,10,Sudden,172,0.7595117960812858,2
2419,11,Gradual,172,0.723638032232119,2
2420,12,Sudden,172,0.24480444590721412,2
2421,13,Gradual,172,0.12297994630997686,2
2422,0,Sudden,173,0.40782573169791453,2
2423,1,Gradual,173,0.37298582363148913,2
2424,2,Sudden,173,0.4563581870688068,2
2425,3,Gradual,173,0.35233391169665373,2
2426,4,Sudden,173,0.6300872057743547,2
2427,5,Gradual,173,0.5776858518190611,2
2428,6,Sudden,173,0.6829101128470928,2
2429,7,Gradual,173,0.27026508236181745,2
2430,8,Sudden,173,0.49110864171114116,2
2431,9,Gradual,173,0.2972088025832932,2
2432,10,Sudden,173,0.5277341979806969,2
2433,11,Gradual,173,0.7182759140196342,2
2434,12,Sudden,173,0.2390690585180224,2
2435,13,Gradual,173,0.11918246421013447,2
2436,0,Sudden,174,0.34794324908804863,2
2437,1,Gradual,174,0.3813472137269508,2
2438,2,Sudden,174,0.4253576075599099,2
2439,3,Gradual,174,0.354533418523791,2
2440,4,Sudden,174,0.5304994846887311,2
2441,5,Gradual,174,0.4692179229133424,2
2442,6,Sudden,174,0.5259035464928575,2
2443,7,Gradual,174,0.20917870354680498,2
2444,8,Sudden,174,0.5504416133300876,2
2445,9,Gradual,174,0.3198670950185012,2
2446,10,Sudden,174,0.3811835938430057,2
2447,11,Gradual,174,0.7221099147217954,2
2448,12,Sudden,174,0.2329676930662908,2
2449,13,Gradual,174,0.12575559045115223,2
2450,0,Sudden,175,0.2891337728336178,2
2451,1,Gradual,175,0.38284994640632186,2
2452,2,Sudden,175,0.4085604093667361,2
