"","f_a","f_v","f_ter","f_wald_gsq"
"1",0.0499999915372605,0.100000008221772,0.150585136696616,52.07233089346
"2",0.0695067324490971,0.35264868850426,0.149952958998296,22.7482543222872
"3",0.0499999925567033,0.140094934162108,0.171727374366429,29.8242066816139
"4",0.0742201332462528,0.280418085345439,0.120083241761746,10.6915723631779
"5",0.049999993317557,0.100000022848124,-0.000753091487753579,1641.51862347278
"6",0.0569153172810704,0.229204965185227,0.137487311094042,23.4614399641782
"7",0.0576026926530152,0.242013323713893,0.14537002597128,10.3043650201208
"8",0.0499999972176763,0.183893198207882,0.167116372785107,25.2162221331485
"9",0.0499999996322625,0.164262012551499,-0.000739810345285557,1644.81954293309
"10",0.0499999957724868,0.133851607902916,-0.000648653412891401,1645.36367275957
"11",0.0772190639015987,0.208088576805967,0.111815150595594,4.44528811298869
"12",0.0499999987749753,0.1283240821442,-0.00074765829310757,1632.18213157706
